date,JPY_lev_net,JPY_lev_pct_oi,JPY_lev_percentile,JPY_lev_long,JPY_lev_short,JPY_assetmgr_net,JPY_assetmgr_pct_oi,JPY_assetmgr_percentile,JPY_assetmgr_long,JPY_assetmgr_short,JPY_net_pos,JPY_net_pct_oi,JPY_percentile,EUR_lev_net,EUR_lev_pct_oi,EUR_lev_percentile,EUR_lev_long,EUR_lev_short,EUR_assetmgr_net,EUR_assetmgr_pct_oi,EUR_assetmgr_percentile,EUR_assetmgr_long,EUR_assetmgr_short,EUR_net_pos,EUR_net_pct_oi,EUR_percentile
2025-09-16,-50790,-16.951471864361526,28.57142857142857,39642,90432,70100,23.39630198251118,70.53571428571429,102125,32025,-50790,-16.951471864361526,28.57142857142857,26237,3.0670479093995193,76.78571428571429,108039,81802,389699,45.55496067557584,64.28571428571429,511998,122299,26237,3.0670479093995193,76.78571428571429
2025-09-23,-52970,-17.092996614960647,25.0,42138,95108,77834,25.116411148364115,80.35714285714286,110298,32464,-52970,-17.092996614960647,25.0,19803,2.3047781987046316,61.60714285714286,106658,86855,394618,45.927736364006684,68.75,516898,122280,19803,2.3047781987046316,61.60714285714286
2025-09-30,-50532,-16.52933653025243,29.464285714285715,43974,94506,68198,22.307996768189565,66.07142857142857,109603,41405,-50532,-16.52933653025243,29.464285714285715,22277,2.6339156395022316,68.75,105007,82730,385477,45.57677869409713,60.71428571428571,509896,124419,22277,2.6339156395022316,68.75
2025-10-07,-55632,-18.231989879856066,19.642857142857142,36311,91943,69636,22.82144893718825,68.75,117808,48172,-55632,-18.231989879856066,19.642857142857142,21385,2.5003332218696435,65.17857142857143,107423,86038,386864,45.23212118519419,62.5,513564,126700,21385,2.5003332218696435,65.17857142857143
2025-10-14,-52101,-17.082127061045302,26.785714285714285,43389,95490,67057,21.985685386701114,65.17857142857143,116418,49361,-52101,-17.082127061045302,26.785714285714285,22278,2.648740486922156,69.64285714285714,103080,80802,371121,44.12439259570147,50.0,499343,128222,22278,2.648740486922156,69.64285714285714
2025-10-21,-46415,-15.090922687266922,37.5,41771,88186,81609,26.53355832349814,83.92857142857143,121013,39404,-46415,-15.090922687266922,37.5,22464,2.6874445947837446,70.53571428571429,102054,79590,371513,44.445361633809355,51.78571428571429,500890,129377,22464,2.6874445947837446,70.53571428571429
2025-10-28,-50125,-15.572138221560849,30.357142857142854,42455,92580,85299,26.499507594232796,86.60714285714286,129156,43857,-50125,-15.572138221560849,30.357142857142854,17343,2.055547061396179,57.14285714285714,108266,90923,364571,43.210104810025165,46.42857142857143,499804,135233,17343,2.055547061396179,57.14285714285714
2025-11-04,-56616,-18.019669626659027,17.857142857142858,39743,96359,77990,24.822559597695662,81.25,127213,49223,-56616,-18.019669626659027,17.857142857142858,5182,0.6204680211117177,23.214285714285715,98873,93691,351020,42.02946444821211,36.607142857142854,502569,151549,5182,0.6204680211117177,23.214285714285715
2025-11-10,-57614,-18.41614857197654,16.964285714285715,41045,98659,77140,24.65757803385063,79.46428571428571,126884,49744,-57614,-18.41614857197654,16.964285714285715,-5661,-0.6810020751255601,13.392857142857142,84211,89872,357364,42.989864966467174,40.17857142857143,507864,150500,-5661,-0.6810020751255601,13.392857142857142
2025-11-18,-63136,-19.163712301490943,10.714285714285714,44380,107516,69744,21.16944296051673,69.64285714285714,127127,57383,-63136,-19.163712301490943,10.714285714285714,12421,1.5019074623797635,40.17857142857143,87561,75140,356951,43.16136950357611,39.285714285714285,502366,145415,12421,1.5019074623797635,40.17857142857143
2025-11-25,-53594,-15.56065269148133,23.214285714285715,48541,102135,70109,20.355670402415655,71.42857142857143,130968,60859,-53594,-15.56065269148133,23.214285714285715,14724,1.7727179146364809,49.107142857142854,90941,76217,349762,42.110117037427656,35.714285714285715,500319,150557,14724,1.7727179146364809,49.107142857142854
2025-12-02,-61475,-15.568848626978237,12.5,51732,113207,71976,18.228278955272643,75.0,131689,59713,-61475,-15.568848626978237,12.5,19272,2.2641403033891616,59.82142857142857,90775,71503,361753,42.49997650331773,43.75,508867,147114,19272,2.2641403033891616,59.82142857142857
2025-12-09,-88694,-19.056929714491982,1.7857142857142856,43313,132007,76531,16.443568764288294,77.67857142857143,135901,59370,-88694,-19.056929714491982,1.7857142857142856,41605,4.412947048878122,93.75,102769,61164,373676,39.6349573713876,53.57142857142857,517871,144195,41605,4.412947048878122,93.75
2025-12-16,-82640,-21.765754755991246,3.571428571428571,40103,122743,58745,15.472280531712315,63.39285714285714,108980,50235,-82640,-21.765754755991246,3.571428571428571,51301,5.197743433037551,98.21428571428571,116937,65636,374794,37.97358827784792,55.35714285714286,517767,142973,51301,5.197743433037551,98.21428571428571
2025-12-23,-78156,-27.415077661320876,4.464285714285714,33828,111984,48348,16.959212021719914,60.71428571428571,102008,53660,-78156,-27.415077661320876,4.464285714285714,56107,6.471761379824234,100.0,120823,64716,390397,45.03103404921385,65.17857142857143,536849,146452,56107,6.471761379824234,100.0
2025-12-30,-74147,-25.91356436889268,5.357142857142857,33087,107234,53451,18.680539051906113,61.60714285714286,102560,49109,-74147,-25.91356436889268,5.357142857142857,52662,6.058890733562748,99.10714285714286,121459,68797,391444,45.03658091809533,66.96428571428571,537338,145894,52662,6.058890733562748,99.10714285714286
2026-01-06,-63230,-21.97660879689971,9.821428571428571,47898,111128,46448,16.14375336704725,59.82142857142857,92396,45948,-63230,-21.97660879689971,9.821428571428571,50600,5.738165034616104,97.32142857142857,119570,68970,398687,45.21209097146227,73.21428571428571,543666,144979,50600,5.738165034616104,97.32142857142857
2026-01-13,-98650,-33.52682485844985,0.8928571428571428,43869,142519,28223,9.591764601926306,53.57142857142857,75804,47581,-98650,-33.52682485844985,0.8928571428571428,25392,2.8734643623425886,75.0,103621,78229,404116,45.731447867534555,79.46428571428571,555117,151001,25392,2.8734643623425886,75.0
2026-01-20,-84737,-28.959320863820757,2.6785714285714284,52959,137696,17730,6.0593218890867275,45.535714285714285,65185,47455,-84737,-28.959320863820757,2.6785714285714284,10236,1.161930102571321,35.714285714285715,100073,89837,391204,44.40716137615387,66.07142857142857,543954,152750,10236,1.161930102571321,35.714285714285715
2026-01-27,-71766,-23.864248518585025,6.25,52084,123850,28497,9.476067915644142,54.46428571428571,69676,41179,-71766,-23.864248518585025,6.25,26361,2.867557794979571,77.67857142857143,115423,89062,403530,43.89611915360215,78.57142857142857,550558,147028,26361,2.867557794979571,77.67857142857143
2026-02-03,-54452,-17.93112986666579,21.428571428571427,58399,112851,32630,10.745110694727552,56.25,73288,40658,-54452,-17.93112986666579,21.428571428571427,42055,4.619073351609729,94.64285714285714,123767,81712,404439,44.42119622522143,80.35714285714286,539447,135008,42055,4.619073351609729,94.64285714285714
2026-02-10,-53867,-16.082197833693588,22.321428571428573,69883,123750,25516,7.61789889773935,52.67857142857143,73114,47598,-53867,-16.082197833693588,22.321428571428573,50204,5.42000036706241,96.42857142857143,132693,82489,410538,44.3214905324888,83.92857142857143,546599,136061,50204,5.42000036706241,96.42857142857143
2026-02-17,-29321,-8.275101036327923,67.85714285714286,82783,112104,40546,11.443069698132803,58.92857142857143,76665,36119,-29321,-8.275101036327923,67.85714285714286,43549,4.7500417206126,95.53571428571429,126502,82953,413713,45.125123662077215,90.17857142857143,549252,135539,43549,4.7500417206126,95.53571428571429
2026-02-24,-26317,-7.118070112327944,69.64285714285714,87174,113491,30972,8.37712761785238,55.35714285714286,75219,44247,-26317,-7.118070112327944,69.64285714285714,36797,4.037915607267524,91.96428571428571,120964,84167,395301,43.378320989984495,69.64285714285714,533702,138401,36797,4.037915607267524,91.96428571428571
