date,JPY_lev_net,JPY_lev_pct_oi,JPY_lev_percentile,JPY_lev_long,JPY_lev_short,JPY_assetmgr_net,JPY_assetmgr_pct_oi,JPY_assetmgr_percentile,JPY_assetmgr_long,JPY_assetmgr_short,JPY_net_pos,JPY_net_pct_oi,JPY_percentile,EUR_lev_net,EUR_lev_pct_oi,EUR_lev_percentile,EUR_lev_long,EUR_lev_short,EUR_assetmgr_net,EUR_assetmgr_pct_oi,EUR_assetmgr_percentile,EUR_assetmgr_long,EUR_assetmgr_short,EUR_net_pos,EUR_net_pct_oi,EUR_percentile
2023-01-03,-18514,-10.727156845703691,75.0,26931,45445,-15354,-8.896228054927864,39.02439024390244,54246,69600,-18514,-10.727156845703691,75.0,-5689,-0.7989831889105795,24.390243902439025,71489,77178,349543,49.09104953442973,53.04878048780488,432022,82479,-5689,-0.7989831889105795,24.390243902439025
2023-01-10,-5080,-2.890551651540584,84.7560975609756,29570,34650,-11449,-6.514552334348061,40.243902439024396,55013,66462,-5080,-2.890551651540584,84.7560975609756,-6374,-0.854236942866371,22.5609756097561,82961,89335,361608,48.462333297148206,59.14634146341463,438725,77117,-6374,-0.854236942866371,22.5609756097561
2023-01-17,-5484,-3.1007225972792347,83.53658536585365,31349,36833,2208,1.2484309800861688,50.0,55978,53770,-5484,-3.1007225972792347,83.53658536585365,-13887,-1.8419848391396907,15.24390243902439,71486,85373,382636,50.75320162087238,72.5609756097561,459449,76813,-13887,-1.8419848391396907,15.24390243902439
2023-01-24,-10934,-6.30852579895108,80.48780487804879,25334,36268,10642,6.140052272950191,53.65853658536586,60445,49803,-10934,-6.30852579895108,80.48780487804879,-10864,-1.3971750417004793,17.073170731707318,77468,88332,402077,51.70949459147677,84.14634146341463,476921,74844,-10864,-1.3971750417004793,17.073170731707318
2023-01-31,-11137,-6.607926901625727,79.8780487804878,20971,32108,13545,8.036667853328588,55.487804878048784,59887,46342,-11137,-6.607926901625727,79.8780487804878,5056,0.6345875306562508,37.80487804878049,85496,80440,411361,51.63064897117998,90.85365853658537,487012,75651,5056,0.6345875306562508,37.80487804878049
2023-02-07,-17726,-10.803991003784994,75.60975609756098,13576,31302,19175,11.687156013628412,60.36585365853659,66337,47162,-17726,-10.803991003784994,75.60975609756098,15575,1.9935055875753722,66.46341463414635,73795,58220,410873,52.58925337296026,89.63414634146342,489504,78631,15575,1.9935055875753722,66.46341463414635
2023-02-14,-13661,-7.8082935612014515,78.04878048780488,20989,34650,21189,12.111114286530821,62.80487804878049,72037,50848,-13661,-7.8082935612014515,78.04878048780488,21408,2.7145706558056792,76.82926829268293,79092,57684,412837,52.34843076564131,92.6829268292683,485694,72857,21408,2.7145706558056792,76.82926829268293
2023-02-21,-7088,-3.8087049973132725,81.70731707317073,30808,37896,1088,0.5846319183234819,48.78048780487805,71320,70232,-7088,-3.8087049973132725,81.70731707317073,23229,2.940759439826408,81.09756097560977,79329,56100,407928,51.643123542533345,87.8048780487805,484939,77011,23229,2.940759439826408,81.09756097560977
2023-02-28,-25842,-12.917964278394578,69.51219512195121,25965,51807,-8190,-4.094037901093243,42.68292682926829,72408,80598,-25842,-12.917964278394578,69.51219512195121,26927,3.3492834869266375,86.58536585365853,84939,58012,405646,50.45580455816997,87.1951219512195,488209,82563,26927,3.3492834869266375,86.58536585365853
2023-03-07,-39457,-18.673715197092243,56.70731707317073,19427,58884,75,0.03549506145378307,48.170731707317074,79299,79224,-39457,-18.673715197092243,56.70731707317073,15887,1.9349448333063357,67.6829268292683,75936,60049,409845,49.91675364804149,88.41463414634147,490588,80743,15887,1.9349448333063357,67.6829268292683
2023-03-14,-44541,-24.775005284177503,43.90243902439025,16306,60847,7760,4.316338676841953,51.829268292682926,76079,68319,-44541,-24.775005284177503,43.90243902439025,7645,1.0256196983376777,45.73170731707317,64007,56362,400687,53.754412042881505,83.53658536585365,484418,83731,7645,1.0256196983376777,45.73170731707317
2023-03-21,-51277,-30.307705038182377,34.756097560975604,10622,61899,15975,9.442159018370097,56.70731707317073,71320,55345,-51277,-30.307705038182377,34.756097560975604,13341,1.809103692925633,58.536585365853654,61547,48206,398197,53.997426220816145,81.09756097560977,479791,81594,13341,1.809103692925633,58.536585365853654
2023-03-28,-42484,-25.068299965186196,46.95121951219512,14688,57172,16240,9.582647383359001,57.3170731707317,72482,56242,-42484,-25.068299965186196,46.95121951219512,3013,0.41132768878343656,32.926829268292686,58664,55651,403304,55.0581155649237,84.7560975609756,483631,80327,3013,0.41132768878343656,32.926829268292686
2023-04-04,-44447,-24.854608897935446,44.51219512195122,15053,59500,22605,12.640637931420134,64.02439024390245,73899,51294,-44447,-24.854608897935446,44.51219512195122,3485,0.46647347392232585,33.53658536585366,66748,63263,411188,55.03824814782591,90.2439024390244,485717,74529,3485,0.46647347392232585,33.53658536585366
2023-04-11,-43574,-24.64286118243205,45.73170731707317,13815,57389,23846,13.485878454038524,64.63414634146342,74130,50284,-43574,-24.64286118243205,45.73170731707317,7626,1.0041622829483343,45.1219512195122,69139,61513,421745,55.53375583819109,95.73170731707317,496317,74572,7626,1.0041622829483343,45.1219512195122
2023-04-18,-43707,-24.622690936132095,45.1219512195122,15253,58960,24445,13.77128789287183,65.2439024390244,75302,50857,-43707,-24.622690936132095,45.1219512195122,8324,1.0861537578258136,46.95121951219512,65844,57520,432282,56.40614112691714,97.5609756097561,505959,73677,8324,1.0861537578258136,46.95121951219512
2023-04-25,-40435,-21.97064784477372,51.829268292682926,16108,56543,18885,10.261300471090681,59.756097560975604,77569,58684,-40435,-21.97064784477372,51.829268292682926,13376,1.7306652244456464,59.14634146341463,69260,55884,436020,56.41482140870146,98.78048780487805,510675,74655,13376,1.7306652244456464,59.14634146341463
2023-05-02,-40166,-19.786596780232124,54.87804878048781,26556,66722,12684,6.248398983231197,54.87804878048781,79011,66327,-40166,-19.786596780232124,54.87804878048781,14789,1.897344051892469,64.02439024390245,70548,55759,435685,55.89589176068499,98.17073170731707,511857,76172,14789,1.897344051892469,64.02439024390245
2023-05-09,-35551,-18.46095526914329,61.58536585365854,21147,56698,20548,10.670183929294714,62.19512195121951,83367,62819,-35551,-18.46095526914329,61.58536585365854,13403,1.6865038170628435,59.756097560975604,78046,64643,441326,55.53219305894773,99.39024390243902,517803,76477,13403,1.6865038170628435,59.756097560975604
2023-05-16,-37254,-18.57915866643393,58.536585365853654,25509,62763,17064,8.51008652719248,58.536585365853654,87556,70492,-37254,-18.57915866643393,58.536585365853654,15268,1.9328294912207409,65.2439024390244,69220,53952,441785,55.92710746521844,100.0,521175,79390,15268,1.9328294912207409,65.2439024390244
2023-05-23,-48055,-21.225706713780916,39.02439024390244,33768,81823,-7229,-3.1930212014134276,43.90243902439025,79464,86693,-48055,-21.225706713780916,39.02439024390244,14247,1.8239124952152221,62.19512195121951,72480,58233,428803,54.89570784626749,96.95121951219512,508404,79601,14247,1.8239124952152221,62.19512195121951
2023-05-30,-46378,-19.06700049745721,42.073170731707314,39074,85452,-25058,-10.30188663731258,32.31707317073171,71565,96623,-46378,-19.06700049745721,42.073170731707314,19296,2.4893503383896114,72.5609756097561,72423,53127,416574,53.741637016185415,94.51219512195121,499251,82677,19296,2.4893503383896114,72.5609756097561
2023-06-06,-48392,-19.725107201669577,38.41463414634146,36006,84398,-34023,-13.868146022532732,26.82926829268293,66695,100718,-48392,-19.725107201669577,38.41463414634146,23393,2.99155846730105,81.70731707317073,77781,54388,400567,51.22556322709271,82.92682926829268,487937,87370,23393,2.99155846730105,81.70731707317073
2023-06-13,-45649,-18.074087565230474,42.68292682926829,37530,83179,-30918,-12.241552703055834,29.268292682926827,65662,96580,-45649,-18.074087565230474,42.68292682926829,20199,2.4684282177310357,74.39024390243902,70136,49937,388240,47.445050311990556,75.60975609756098,467413,79173,20199,2.4684282177310357,74.39024390243902
2023-06-20,-48718,-20.42203926960546,37.80487804878049,28924,77642,-33455,-14.02396083099985,27.439024390243905,67672,101127,-48718,-20.42203926960546,37.80487804878049,6332,0.8638719526753155,41.46341463414634,66452,60120,394009,53.75447318408849,78.65853658536585,476293,82284,6332,0.8638719526753155,41.46341463414634
2023-06-27,-48021,-19.092015076096118,39.63414634146341,35107,83128,-39443,-15.681604936308267,22.5609756097561,69585,109028,-48021,-19.092015076096118,39.63414634146341,14239,1.9448917736500562,61.58536585365854,70527,56288,395770,54.05785639844672,80.48780487804879,474306,78536,14239,1.9448917736500562,61.58536585365854
2023-07-03,-49131,-18.535383640300907,37.19512195121951,40812,89943,-44241,-16.69056008692175,17.682926829268293,72426,116667,-49131,-18.535383640300907,37.19512195121951,17473,2.406991336594451,70.1219512195122,69829,52356,395766,54.51870504885478,79.8780487804878,474861,79095,17473,2.406991336594451,70.1219512195122
2023-07-11,-58250,-23.08311108821513,25.609756097560975,27126,85376,-29812,-11.813797558143682,29.878048780487802,73839,103651,-58250,-23.08311108821513,25.609756097560975,9597,1.3038410120969057,48.78048780487805,70220,60623,399881,54.32752399273968,82.3170731707317,477886,78005,9597,1.3038410120969057,48.78048780487805
2023-07-18,-54754,-23.71000987303622,29.878048780487802,27722,82476,-1679,-0.727053851350181,47.5609756097561,71714,73393,-54754,-23.71000987303622,29.878048780487802,21491,2.7442372422529027,77.4390243902439,86196,64705,424187,54.16545358892243,96.34146341463415,501669,77482,21491,2.7442372422529027,77.4390243902439
2023-07-25,-36631,-16.37066499821237,59.756097560975604,30457,67088,-16988,-7.592062924562031,37.80487804878049,61905,78893,-36631,-16.37066499821237,59.756097560975604,26054,3.373087798158486,84.14634146341463,80093,54039,414916,53.71720645047695,93.90243902439023,491850,76934,26054,3.373087798158486,84.14634146341463
